node,node_type,degree,degree_centrality,betweenness_centrality,weighted_degree_n_transactions,total_amount,is_multi_trust_supplier,is_high_volume_supplier,is_hub_supplier
MITIE WASTE & ENVIRONMENTAL SERVICES,supplier,1,0.0001890359168241966,0.0,23,1285885.18,False,False,False
MRI DEVICES,supplier,1,0.0001890359168241966,0.0,2,61200.0,False,False,False
MTX CONTRACTS,supplier,1,0.0001890359168241966,0.0,4,1748376.27,False,False,False
NATIONAL LOANS FUND,supplier,1,0.0001890359168241966,0.0,2,44000000.0,False,False,False
NATUS NICOLET UK,supplier,1,0.0001890359168241966,0.0,2,30256.97,False,False,False
NAUTILUS CONSULTING,supplier,1,0.0001890359168241966,0.0,13,378582.0,False,False,False
NDL SOFTWARE,supplier,2,0.0003780718336483932,3.175337998504658e-05,5,164800.0,True,False,True
NEOMED UK,supplier,1,0.0001890359168241966,0.0,2,46774.8,False,False,False
NHS BLOOD & TRANSPLANT,supplier,2,0.0003780718336483932,0.0,505,63249875.70999999,True,True,True
NHS BRADFORD CITY CCG,supplier,2,0.0003780718336483932,0.0,5,244374.15,True,False,True
NHS BRADFORD DISTRICT AND CRAVEN CCG,supplier,2,0.0003780718336483932,0.0,49,15880286.03,True,False,True
NHS BRADFORD DISTRICTS CCG,supplier,2,0.0003780718336483932,0.0,12,3356904.0,True,False,True
NHS BUSINESS SERVICES AUTHORITY,supplier,2,0.0003780718336483932,0.0,377,911822749.59,True,True,True
NHS LITIGATION,supplier,1,0.0001890359168241966,0.0,18,30069985.4,False,False,False
NHS LITIGATION AUTHORITY,supplier,3,0.0005671077504725899,3.682916432646071e-05,57,40156227.08,True,False,True
NHS PENSIONS AGENCY,supplier,1,0.0001890359168241966,0.0,5,735557.81,False,False,False
NHS SHARED BUSINESS SERVICES,supplier,3,0.0005671077504725899,0.0003366706796784885,350,178130591.66,True,True,True
NHS SUPPLY CHAIN,supplier,2,0.0003780718336483932,0.0,20,46312781.23,True,False,True
NORTH WEST SECURITY SERVICES,supplier,1,0.0001890359168241966,0.0,5,285131.99,False,False,False
NORTHERN MECHANICAL SERVICES,supplier,1,0.0001890359168241966,0.0,3,107674.57,False,False,False
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,supplier,6,0.0011342155009451797,0.0009713978645068106,1027,446867705.96000004,True,True,True
NOVARTIS PHARMACEUTICALS UK,supplier,2,0.0003780718336483932,0.0,75,33360810.189999998,True,False,True
OCURA HEALTHCARE FURNITURE,supplier,1,0.0001890359168241966,0.0,2,28089.6,False,False,False
OLYMPUS KEYMED,supplier,2,0.0003780718336483932,0.0,17,1442182.6,True,False,True
OMNICELL,supplier,2,0.0003780718336483932,3.682916432646071e-05,10,421874.32,True,False,True
OPTOS,supplier,1,0.0001890359168241966,0.0,2,63960.05,False,False,False
OPUS ENERGY,supplier,1,0.0001890359168241966,0.0,44,6487661.83,False,False,False
ORACLE VISION,supplier,1,0.0001890359168241966,0.0,2,121986.63,False,False,False
OXYLITRE,supplier,1,0.0001890359168241966,0.0,3,32569.8,False,False,False
PARK PLACE TECHNOLOGIES,supplier,2,0.0003780718336483932,0.0,27,1282530.31,True,False,True
PEACOCKS MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,2,108000.0,False,False,False
PEC BUILDING SERVICES,supplier,1,0.0001890359168241966,0.0,5,245789.65999999997,False,False,False
PENPOLE CONSULTING,supplier,1,0.0001890359168241966,0.0,3,151130.0,False,False,False
PHILIPS ELECTRONICS UK,supplier,1,0.0001890359168241966,0.0,8,325034.36,False,False,False
PHILIPS UK AND IRELAND,supplier,2,0.0003780718336483932,0.0,12,1791989.6700000002,True,False,True
PREMIER IT PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,2,81925.0,False,False,False
PROFESSIONAL FIRE SYSTEMS AND PROJECTS,supplier,1,0.0001890359168241966,0.0,2,83164.97,False,False,False
PULSE HEALTHCARE,supplier,2,0.0003780718336483932,0.0,369,89274637.42999999,True,True,True
QUEEN MARY UNIVERSITY OF LONDON,supplier,2,0.0003780718336483932,0.0,34,14147888.15,True,False,True
RDP GROUP UK,supplier,2,0.0003780718336483932,0.0,18,2024257.8,True,False,True
REDCENTRIC SOLUTIONS,supplier,3,0.0005671077504725899,0.0002972262091897986,37,2259650.58,True,False,True
RENAL ASSOCIATION,supplier,1,0.0001890359168241966,0.0,2,30315.71,False,False,False
RENTOKIL SPECIALIST HYGIENE,supplier,1,0.0001890359168241966,0.0,3,220400.01,False,False,False
RESPIRONICS UK,supplier,1,0.0001890359168241966,0.0,25,712700.23,False,False,False
ROBOSCIENTIFIC,supplier,1,0.0001890359168241966,0.0,3,127200.0,False,False,False
ROCHE PRODUCTS,supplier,2,0.0003780718336483932,3.682916432646071e-05,68,2660134.3099999996,True,False,True
ROTAMAP,supplier,1,0.0001890359168241966,0.0,5,81614.14,False,False,False
ROWLANDS PHARMACY,supplier,1,0.0001890359168241966,0.0,52,16420652.72,False,False,False
SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,supplier,4,0.0007561436672967864,0.0005747856678236752,60,101228593.75,True,False,True
SCOTTISH WATER BUSINESS STREAM,supplier,1,0.0001890359168241966,0.0,23,354784.91,False,False,False
SENSE MEDICAL,supplier,1,0.0001890359168241966,0.0,2,130836.0,False,False,False
SERVICES DESIGN ASSOCIATES,supplier,1,0.0001890359168241966,0.0,2,89754.0,False,False,False
SHAWBROOK BANK,supplier,1,0.0001890359168241966,0.0,12,345960.0,False,False,False
SHIRE PHARMACEUTICALS,supplier,1,0.0001890359168241966,0.0,9,234050.0,False,False,False
SIEMENS FINANCIAL SERVICES,supplier,1,0.0001890359168241966,0.0,13,372102.27,False,False,False
SIEMENS HEALTHCARE,supplier,1,0.0001890359168241966,0.0,11,1052678.25,False,False,False
SMARTESTENERGY,supplier,1,0.0001890359168241966,0.0,28,1888281.15,False,False,False
STANNAH LIFT SERVICES,supplier,1,0.0001890359168241966,0.0,2,60391.72,False,False,False
STFOUR,supplier,1,0.0001890359168241966,0.0,3,90403.43,False,False,False
STRYKER UK,supplier,2,0.0003780718336483932,3.682916432646071e-05,14,508156.27,True,False,True
SUNQUEST INFORMATION SYSTEMS EUROPE,supplier,1,0.0001890359168241966,0.0,15,71800.8,False,False,False
SUNRISE MEDICAL,supplier,1,0.0001890359168241966,0.0,3,81480.0,False,False,False
SUPPLY CHAIN COORDINATION,supplier,2,0.0003780718336483932,0.0,851,1699759096.37,True,True,True
SYNERGY HEALTH MANAGED SERVICES,supplier,1,0.0001890359168241966,0.0,36,2900969.17,False,False,False
SYSTEM C HEALTHCARE,supplier,4,0.0007561436672967864,0.00033411190903697135,100,70003868.97,True,False,True
THERAPY EQUIPMENT,supplier,1,0.0001890359168241966,0.0,3,48000.0,False,False,False
TILBURY DOUGLAS CONSTRUCTION,supplier,1,0.0001890359168241966,0.0,42,15983886.71,False,False,False
TJ SMITH & NEPHEW,supplier,1,0.0001890359168241966,0.0,2,38697.41,False,False,False
TOPSCAN UK,supplier,1,0.0001890359168241966,0.0,3,203635.46,False,False,False
TOTAL GAS & POWER,supplier,1,0.0001890359168241966,0.0,10,437956.58,False,False,False
TRIPLE RED,supplier,1,0.0001890359168241966,0.0,2,101164.0,False,False,False
TURNER & TOWNSEND PROJECT MANAGEMENT,supplier,1,0.0001890359168241966,0.0,4,203573.88,False,False,False
TWENTY FOUR SEVEN RECRUITMENT YORKS,supplier,1,0.0001890359168241966,0.0,60,81373.09,False,False,False
ULTRAMEDIC,supplier,1,0.0001890359168241966,0.0,6,36350.6,False,False,False
UNIVERSAL AV SERVICES,supplier,1,0.0001890359168241966,0.0,8,36645.6,False,False,False
UNIVERSITY COLLEGE LONDON,supplier,2,0.0003780718336483932,0.0,145,34690663.910000004,True,False,True
UNIVERSITY HOSPITAL BIRMINGHAM NHS FOUNDATION TRUST,supplier,2,0.0003780718336483932,0.0,4,481401.0,True,False,True
UNIVERSITY OF BRADFORD,supplier,2,0.0003780718336483932,0.0,35,5121298.78,True,False,True
UNIVERSITY OF EDINBURGH,supplier,2,0.0003780718336483932,0.0,18,1875085.45,True,False,True
UNIVERSITY OF EXETER,supplier,2,0.0003780718336483932,0.0,78,42477381.34,True,False,True
UNIVERSITY OF LEEDS,supplier,2,0.0003780718336483932,0.0,139,19089545.57,True,False,True
UNIVERSITY OF MANCHESTER THE,supplier,2,0.0003780718336483932,0.0,125,44987733.01,True,False,True
UPTODATE,supplier,1,0.0001890359168241966,0.0,2,76764.35790239999,False,False,False
VERATHON MEDICAL UK,supplier,1,0.0001890359168241966,0.0,2,134400.0,False,False,False
WELL,supplier,1,0.0001890359168241966,0.0,44,8536528.67,False,False,False
WESTCLIFFE HEALTH INNOVATIONS,supplier,1,0.0001890359168241966,0.0,19,1384174.81,False,False,False
WH BENCE COACHWORKS,supplier,1,0.0001890359168241966,0.0,4,85132.0,False,False,False
WHITAKER & LEACH,supplier,1,0.0001890359168241966,0.0,52,6089460.82,False,False,False
WILLIS,supplier,1,0.0001890359168241966,0.0,3,444421.32999999996,False,False,False
YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,supplier,2,0.0003780718336483932,0.0,400,298021370.2,True,True,True
YORKSHIRE & HUMBER AHSN,supplier,2,0.0003780718336483932,0.0,89,30140825.29,True,False,True
YORKSHIRE CLINIC,supplier,1,0.0001890359168241966,0.0,17,664915.84,False,False,False
YORKSHIRE WATER SERVICES,supplier,1,0.0001890359168241966,0.0,10,151762.53,False,False,False
YOUR WORLD NURSING,supplier,1,0.0001890359168241966,0.0,797,1209172.26,False,True,True
ZELLIS UK,supplier,1,0.0001890359168241966,0.0,2,25390.8,False,False,False
ZIMMER BIOMET UK,supplier,1,0.0001890359168241966,0.0,2,29352.0,False,False,False
4M MENTOR MOTHERS NETWORK CIC,supplier,1,0.0001890359168241966,0.0,2,99905.0,False,False,False
ADEPT TELECOM,supplier,1,0.0001890359168241966,0.0,3,156216.94,False,False,False
ALTACOM,supplier,1,0.0001890359168241966,0.0,8,719605.66,False,False,False
APOLLO MEDICAL SOFTWARE SOLUTIONS,supplier,1,0.0001890359168241966,0.0,13,444300.0,False,False,False
BLUE PRISM CLOUD,supplier,2,0.0003780718336483932,5.8352455286891185e-06,4,415000.0,True,False,True
CANCOM MANAGED SERVICES,supplier,1,0.0001890359168241966,0.0,2,277100.0,False,False,False
CANCOM UK,supplier,1,0.0001890359168241966,0.0,6,594100.86,False,False,False
CHESS,supplier,1,0.0001890359168241966,0.0,14,547988.69,False,False,False
COBIC SOLUTIONS,supplier,1,0.0001890359168241966,0.0,2,602994.0,False,False,False
CONTENT GURU,supplier,1,0.0001890359168241966,0.0,2,744945.37,False,False,False
DAC BEACHCROFT,supplier,2,0.0003780718336483932,0.0003016135632006703,224,45687816.25,True,True,True
DISTOLOGY,supplier,1,0.0001890359168241966,0.0,3,626254.26,False,False,False
EAST LONDON NHS FOUNDATION TRUST,supplier,3,0.0005671077504725899,0.00030775656529465404,529,404447390.40999997,True,True,True
EDG GROUP,supplier,1,0.0001890359168241966,0.0,7,321292.74,False,False,False
ESRI UK,supplier,2,0.0003780718336483932,9.29113658078304e-06,13,640397.6499999999,True,False,True
ESSEX PARTNERSHIP UNIVERSITY NHS FT,supplier,2,0.0003780718336483932,0.0003019154786793496,509,549285111.6800001,True,True,True
EVERYTHING EVERYWHERE,supplier,1,0.0001890359168241966,0.0,3,138213.86,False,False,False
GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,supplier,2,0.0003780718336483932,0.0003016135632006703,2477,4622934392.34,True,True,True
HEALTH MANAGEMENT,supplier,1,0.0001890359168241966,0.0,2,87062.62,False,False,False
HEALTHCARE GATEWAY,supplier,1,0.0001890359168241966,0.0,2,99516.94,False,False,False
HMRC,supplier,2,0.0003780718336483932,0.0003016135632006703,7,636745.77,True,False,True
INTERXION CARRIER HOTEL,supplier,1,0.0001890359168241966,0.0,7,261442.52,False,False,False
INTUITI SOLUTIONS,supplier,1,0.0001890359168241966,0.0,2,369984.0,False,False,False
KENT COUNTY COUNCIL,supplier,1,0.0001890359168241966,0.0,4,455261.13999999996,False,False,False
KHIPU NETWORKS,supplier,1,0.0001890359168241966,0.0,3,152079.12,False,False,False
METRO CENTRE,supplier,1,0.0001890359168241966,0.0,10,489847.0,False,False,False
NAZ PROJECT LONDON,supplier,1,0.0001890359168241966,0.0,3,82500.0,False,False,False
NHS CAMDEN CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,17,6134442.07,True,False,True
NHS CITY AND HACKNEY CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,12,3759277.6599999997,True,False,True
NHS CROYDON CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,14,2737415.27,True,False,True
NHS NENE CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,36,5971931.3100000005,True,False,True
NHS NEWHAM CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,21,5423594.34,True,False,True
NHS NORTH CENTRAL LONDON CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,80,36149504.21,True,False,True
NHS NORTH EAST LONDON CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,38,15496210.37,True,False,True
NHS NORTHAMPTONSHIRE CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,35,16522930.97,True,False,True
NHS REDBRIDGE CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,18,6242890.1899999995,True,False,True
NHS SOUTH EAST LONDON CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,61,31855316.580000002,True,False,True
NHS SOUTHWARK CCG,supplier,2,0.0003780718336483932,0.0003016135632006703,29,8603425.86,True,False,True
NOVOSCO,supplier,1,0.0001890359168241966,0.0,6,354869.8,False,False,False
POSITIVE EAST,supplier,1,0.0001890359168241966,0.0,10,305871.4,False,False,False
POSITIVELY UK,supplier,1,0.0001890359168241966,0.0,3,177424.0,False,False,False
PROSPERON NETWORKS,supplier,2,0.0003780718336483932,0.0003016135632006703,6,358608.94,True,False,True
QA,supplier,3,0.0005671077504725899,2.694245084910429e-05,10,968386.4299999999,True,False,True
QUALITY EDUCATION SOLUTIONS,supplier,1,0.0001890359168241966,0.0,2,54353.78,False,False,False
REDWOOD TECHNOLOGIES,supplier,1,0.0001890359168241966,0.0,6,933310.64,False,False,False
SITEKIT HEALTH,supplier,1,0.0001890359168241966,0.0,3,85320.0,False,False,False
SOL TEC,supplier,1,0.0001890359168241966,0.0,3,210587.0,False,False,False
SOLLIS PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,2,167512.3,False,False,False
SYSTECH IT SOLUTIONS,supplier,1,0.0001890359168241966,0.0,3,194400.0,False,False,False
TET,supplier,3,0.0005671077504725899,0.00030744880872935935,134,10650858.01,True,False,True
TPP,supplier,1,0.0001890359168241966,0.0,2,67875.5,False,False,False
VERSION 1 SOLUTIONS,supplier,2,0.0003780718336483932,5.841086615304422e-06,10,788929.9700000001,True,False,True
WAGSTAFF INTERIORS GROUP,supplier,1,0.0001890359168241966,0.0,4,158739.39,False,False,False
WORKFRONT,supplier,1,0.0001890359168241966,0.0,2,54096.0,False,False,False
YOUNG MINDS,supplier,1,0.0001890359168241966,0.0,3,524681.55,False,False,False
ZENDESK,supplier,1,0.0001890359168241966,0.0,2,148224.0,False,False,False
12 POINT CARE,supplier,1,0.0001890359168241966,0.0,14,841364.77,False,False,False
168 MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,33,3348746.57,False,False,False
2020 DELIVERY,supplier,1,0.0001890359168241966,0.0,6,691200.0,False,False,False
23RED,supplier,1,0.0001890359168241966,0.0,38,2397685.64,False,False,False
2GETHER NHS FOUNDATION TRUST,supplier,1,0.0001890359168241966,0.0,24,2880108.1,False,False,False
365 RESPONSE,supplier,1,0.0001890359168241966,0.0,57,3430170.22,False,False,False
3SIXTY CARE,supplier,1,0.0001890359168241966,0.0,7,734117.23,False,False,False
3W HEALTH K82070,supplier,1,0.0001890359168241966,0.0,11,605485.51,False,False,False
543 DENTAL CENTRE,supplier,1,0.0001890359168241966,0.0,16,496582.0,False,False,False
ABAZIE OD & PARTNER,supplier,1,0.0001890359168241966,0.0,27,828372.9,False,False,False
ABBEY FIELD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,5,169688.91999999998,False,False,False
ABBEY HOUSE MEDICAL PRACTICE,supplier,1,0.0001890359168241966,0.0,21,2488438.22,False,False,False
ABBEY MEAD SURGERY,supplier,1,0.0001890359168241966,0.0,13,826887.33,False,False,False
ABBEY MEDICAL CENTER KENILWORTH,supplier,1,0.0001890359168241966,0.0,23,2693807.79,False,False,False
ABBEY MEDICAL PRACTICE WELLINGBOROUGH,supplier,1,0.0001890359168241966,0.0,38,2832935.53,False,False,False
ABBEY SURGERY TAVISTOCK,supplier,1,0.0001890359168241966,0.0,25,1686635.49,False,False,False
ABBOTT RAPID DIAGNOSTICS,supplier,1,0.0001890359168241966,0.0,2,272988.0,False,False,False
ABBOTTSWOOD MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,4,117253.26000000001,False,False,False
ABERTAWE BRO MORGANNWG UNIVERSITY LOCAL HEALTH BOARD,supplier,1,0.0001890359168241966,0.0,3,326521.0,False,False,False
ABINGDON SURGERY,supplier,1,0.0001890359168241966,0.0,3,82019.18,False,False,False
ABINGTON MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,32,2570435.97,False,False,False
ABINGTON PARK SURGERY,supplier,1,0.0001890359168241966,0.0,19,1423998.86,False,False,False
ABL HEALTH,supplier,1,0.0001890359168241966,0.0,5,288746.89,False,False,False
ABRAHAM K K & PARTNER,supplier,1,0.0001890359168241966,0.0,29,1388151.24,False,False,False
ACADEMIC HEALTH SCIENCE NETWORK FOR THE NORTH EAST & NORTH CUMBRIA,supplier,2,0.0003780718336483932,0.0,85,34675070.18,True,False,True
ACADEMY FOR HEALTHCARE SCIENCE,supplier,1,0.0001890359168241966,0.0,16,2057698.0,False,False,False
ACADEMY OF MEDICAL ROYAL COLLEGES,supplier,1,0.0001890359168241966,0.0,15,1155830.6099999999,False,False,False
ACCENTURE UK,supplier,2,0.0003780718336483932,0.0,411,129020706.5,True,True,True
ACCESS DENTAL,supplier,1,0.0001890359168241966,0.0,6,757422.94,False,False,False
ACCESS HEALTH CARE,supplier,1,0.0001890359168241966,0.0,6,235630.13,False,False,False
ACCESS INTELLIGENCE MEDIA & COMMUNICATIONS,supplier,1,0.0001890359168241966,0.0,3,140988.7,False,False,False
ACCESS UK,supplier,2,0.0003780718336483932,0.00026547282920475195,16,1562056.1,True,False,True
ACCURX,supplier,1,0.0001890359168241966,0.0,59,21329415.74,False,False,False
ACE CENTRE NORTH,supplier,1,0.0001890359168241966,0.0,74,23358751.47,False,False,False
ACF TECHNOLOGIES UK,supplier,1,0.0001890359168241966,0.0,24,4315493.41,False,False,False
ACHOR HEALTHCARE,supplier,1,0.0001890359168241966,0.0,16,423375.28,False,False,False
ACIME UK,supplier,1,0.0001890359168241966,0.0,3,356406.63,False,False,False
ACORN D J & PARTNER,supplier,1,0.0001890359168241966,0.0,27,943048.83,False,False,False
ACORN GROUP PRACTICE,supplier,1,0.0001890359168241966,0.0,9,376598.32,False,False,False
ACORNS CHILDRENS HOSPICE TRUST,supplier,1,0.0001890359168241966,0.0,5,7835386.0,False,False,False
ACORNS SURGERY,supplier,1,0.0001890359168241966,0.0,2,239947.34999999998,False,False,False
ACS BUSINESS SUPPLIES,supplier,1,0.0001890359168241966,0.0,7,854316.97,False,False,False
ACTION FOR CHILDREN,supplier,1,0.0001890359168241966,0.0,2,116430.0,False,False,False
ACTION FOR CHILDREN SERVICES,supplier,1,0.0001890359168241966,0.0,2,290559.19,False,False,False
ACTIVE CARE GROUP,supplier,1,0.0001890359168241966,0.0,30,9866494.38,False,False,False
ACTIVE NEURO,supplier,1,0.0001890359168241966,0.0,20,8030878.13,False,False,False
ADAM PRACTICE,supplier,1,0.0001890359168241966,0.0,35,2436673.17,False,False,False
ADAMARIS,supplier,1,0.0001890359168241966,0.0,6,195733.8,False,False,False
ADDACTION,supplier,1,0.0001890359168241966,0.0,30,2056238.02,False,False,False
ADDERLEY GREEN MEDICAL SERVICES,supplier,1,0.0001890359168241966,0.0,10,636807.97,False,False,False
ADELAIDE ST SURGERY WATERFRONT LCG,supplier,1,0.0001890359168241966,0.0,3,94190.49,False,False,False
ADELAIDE STREET SURGERY,supplier,1,0.0001890359168241966,0.0,13,638586.7,False,False,False
ADUR HEALTH PARTNERSHIP,supplier,1,0.0001890359168241966,0.0,8,427847.27999999997,False,False,False
ADUR MEDICAL GROUP,supplier,1,0.0001890359168241966,0.0,6,292824.52,False,False,False
ADVANCED 365,supplier,1,0.0001890359168241966,0.0,86,6856530.33,False,False,False
ADVANCED BUSINESS SOFTWARE AND SOLUTIONS,supplier,1,0.0001890359168241966,0.0,10,5853670.55,False,False,False
ADVANCED HEALTH & CARE,supplier,1,0.0001890359168241966,0.0,3,222711.72,False,False,False
AECC UNIVERSITY COLLEGE,supplier,1,0.0001890359168241966,0.0,3,399800.0,False,False,False
AGE UK,supplier,1,0.0001890359168241966,0.0,27,5500655.3,False,False,False
AGE UK LONDON,supplier,1,0.0001890359168241966,0.0,5,959295.0,False,False,False
AGILIA INFRASTRUCTURE PARTNERS,supplier,1,0.0001890359168241966,0.0,9,238035.0,False,False,False
AHMAD M & PARTNERS,supplier,1,0.0001890359168241966,0.0,3,150794.04,False,False,False
AHMED I & PTS,supplier,1,0.0001890359168241966,0.0,14,1323301.94,False,False,False
AHSAN OPTICAL,supplier,1,0.0001890359168241966,0.0,9,365515.85,False,False,False
AIMEDIADATA LTD TA VUELIO,supplier,1,0.0001890359168241966,0.0,2,124560.0,False,False,False
AINSDALE MEDICAL CENTRE,supplier,1,0.0001890359168241966,0.0,25,1722628.75,False,False,False
AINSWORTH D & PARTNERS,supplier,1,0.0001890359168241966,0.0,28,1221222.09,False,False,False
