record_id,source,entity,supplier,date,amount,category,period,is_new_supplier,anomaly_score,top_shap_feature,top_shap_value
131875,NHS_England,NHS England,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2024-09-30,21928209.83,Services from other NHS bodies,post_covid,0,0.0986641618750469,supplier_txn_seq,2.9310847844280623
198994,NHS_England,NHS England,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2024-09-30,20548935.77,Services from other NHS bodies,post_covid,0,0.0981783955169876,supplier_txn_seq,3.0689406232683556
169657,NHS_England,NHS England,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2024-12-31,28174750.0,Services from other NHS bodies,post_covid,0,0.09817044471357372,supplier_txn_seq,2.6689798701133847
155130,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-06-30,17627005.17,Services from other NHS bodies,post_covid,0,0.09803549256241428,supplier_txn_seq,3.7511954601780397
193308,NHS_England,NHS England,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2023-07-31,28851304.58,Services from other NHS bodies,post_covid,0,0.09796914325744843,supplier_txn_seq,2.544765428064178
168823,NHS_England,NHS England,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2022-01-31,39721600.0,Services from other NHS bodies,covid,0,0.09768926761090846,log_amount,1.958155059832449
265896,NHS_England,NHS England,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2024-09-30,45541501.25,Services from other NHS bodies,post_covid,0,0.09765790495246085,supplier_txn_seq,2.4842688370503665
263416,NHS_England,NHS England,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2024-12-31,11469776.92,Services from other NHS bodies,post_covid,0,0.0975918522957141,supplier_txn_seq,3.5570844595209765
118556,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-01-31,1475000.0,GPMS/APMS and PCTMS,post_covid,0,0.09753911206490762,supplier_txn_seq,4.087617016622138
118174,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2023-07-31,17264243.25,Services from other NHS bodies,post_covid,0,0.09744032849662376,supplier_txn_seq,3.1520566717428253
139861,NHS_England,NHS England,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2024-12-31,12171737.08,Services from other NHS bodies,post_covid,0,0.0972763506014026,supplier_txn_seq,3.4683239491447386
118527,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-01-31,9483409.58,Services from other NHS bodies,post_covid,0,0.09715970758230252,supplier_txn_seq,3.9579819476210165
127227,NHS_England,NHS England,HOSPICE UK,2020-06-30,20902004.0,Grants to Other public bodies,covid,0,0.09705887428046878,days_since_last_txn,3.4359930779586283
145533,NHS_England,NHS England,LEEDS TEACHING HOSPITALS NHS TRUST,2024-06-30,27531833.33,Services from other NHS bodies,post_covid,0,0.09700890770048765,supplier_txn_seq,2.6789447132917177
263424,NHS_England,NHS England,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2024-12-31,9716229.75,Services from other NHS bodies,post_covid,0,0.09683605239356607,supplier_txn_seq,3.580793832172187
192961,NHS_England,NHS England,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2022-01-31,32643300.0,Services from other NHS bodies,covid,0,0.0966853894939197,supplier_txn_seq,2.0366036710621294
118472,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2023-12-31,9483409.58,Services from other NHS bodies,post_covid,0,0.09622951973666949,supplier_txn_seq,3.459285832594921
138782,NHS_England,NHS England,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2022-01-31,36921200.0,Services from other NHS bodies,covid,0,0.0962128034033598,log_amount,1.9814867499193582
127821,NHS_England,NHS England,HULL CITY COUNCIL,2024-03-31,12000000.0,Capital,post_covid,0,0.09620469145769595,days_since_last_txn,3.462342499063508
264864,NHS_England,NHS England,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2024-12-31,19485617.59,Services from other NHS bodies,post_covid,0,0.09617516681169669,supplier_txn_seq,2.9612147286127883
154863,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-01-31,13502075.08,Services from other NHS bodies,post_covid,0,0.09598981332973289,supplier_txn_seq,3.6779735081387273
193783,NHS_England,NHS England,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2024-12-31,12084331.17,Services from other NHS bodies,post_covid,0,0.09592435458421522,supplier_txn_seq,2.952732573825431
155056,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2024-04-30,13566701.42,Services from other NHS bodies,post_covid,0,0.0959038698046416,supplier_txn_seq,3.8432623155999477
169536,NHS_England,NHS England,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2024-09-30,28174750.0,Services from other NHS bodies,post_covid,0,0.09585207095313264,supplier_txn_seq,2.5931685415486863
154696,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2023-10-31,30115440.75,Education and training,post_covid,0,0.0951478672268421,supplier_txn_seq,3.0584596753896127
263236,NHS_England,NHS England,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2024-09-30,11469776.92,Services from other NHS bodies,post_covid,0,0.09512609536195882,supplier_txn_seq,3.5391224780751385
206994,NHS_England,NHS England,PRACTICE PLUS GROUP HEALTH & REHABILITATION SERVICES LTD,2024-09-30,1737065.0,Purchase of healthcare from non-NHS bodies,post_covid,0,0.09511501570868797,supplier_txn_seq,3.6815266681749943
118575,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-02-29,17264243.25,Services from other NHS bodies,post_covid,0,0.09504110133249133,supplier_txn_seq,3.9980748201936254
218710,NHS_England,NHS England,ROYAL FREE LONDON NHS FOUNDATION TRUST,2024-12-31,17596076.42,Services from other NHS bodies,post_covid,0,0.0949472177949755,supplier_txn_seq,3.058111388033043
119041,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-10-31,23957926.67,Services from other NHS bodies,post_covid,0,0.09488220168362638,supplier_txn_seq,3.6812401418391856
209648,NHS_England,NHS England,QIAGEN LTD,2022-01-31,1651176.0,Establishment,covid,0,0.09466575918395426,days_since_last_txn,3.460735423168329
145384,NHS_England,NHS England,LEEDS TEACHING HOSPITALS NHS TRUST,2023-12-31,28679000.0,Services from other NHS bodies,post_covid,0,0.09442057146009675,supplier_txn_seq,2.359416050901833
118654,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-03-31,14354670.0,Services from other NHS bodies,post_covid,0,0.0942515896730236,supplier_txn_seq,3.8496679571727603
154757,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2023-11-30,46572776.0,Services from other NHS bodies,post_covid,0,0.0940838412746604,supplier_txn_seq,3.1423166729414826
193503,NHS_England,NHS England,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2024-01-31,30227003.17,Services from other NHS bodies,post_covid,0,0.09398162708926183,supplier_txn_seq,2.92584126726698
154813,NHS_England,NHS England,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2023-12-31,13502075.08,Services from other NHS bodies,post_covid,0,0.09387132306469137,supplier_txn_seq,3.132897046232166
263239,NHS_England,NHS England,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2024-09-30,9716229.75,Services from other NHS bodies,post_covid,0,0.09386938677422285,supplier_txn_seq,3.5703276072360937
119163,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-12-31,9208367.11,Services from other NHS bodies,post_covid,0,0.09344993748067598,supplier_txn_seq,3.6012002498054883
119117,NHS_England,NHS England,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2024-11-30,23957926.67,Services from other NHS bodies,post_covid,0,0.09283831005869547,supplier_txn_seq,3.533531048164861
