supplier,total_transactions,total_spend,mean_transaction_amount,ml_anomaly_rate,mean_ml_anomaly_score,rule_flag_rate,is_network_hub,composite_risk_score,risk_tier,community_id,community_size
HOOTSUITE MEDIA INC,6,239999.84,39999.973333333335,0.0,-0.0113150768108816,0.6666666666666666,False,79.4511959876543,Critical,,
NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,1028,446904955.7,434732.4471789883,0.0029182879377431,-0.0998722135666708,0.245136186770428,True,79.32098765432099,Critical,0.0,590.0
PORTCHESTER PRACTICE,10,792787.58,79278.758,0.1,-0.0878119787844715,0.1,False,79.31616512345678,Critical,,
SPECSAVERS OPTICIANS,7219,242845675.16,33639.79431500208,0.0818672946391467,-0.0142372320639398,0.0006926167059149,True,79.26311728395062,Critical,4.0,136.0
INTEROPEN COMMUNITY INTEREST COMPANY,5,241005.0,48201.0,0.0,-0.0216799512358569,0.8,False,79.24382716049381,Critical,1.0,552.0
OLYMPUS KEYMED,17,1442182.6,84834.27058823529,0.0588235294117647,-0.101061873853332,0.1764705882352941,True,79.16184413580247,Critical,6.0,81.0
RDP GROUP UK LTD,18,2024257.8,112458.76666666666,0.1666666666666666,-0.1135530197236455,0.2222222222222222,False,79.14737654320987,Critical,,
COVENTRY CITY COUNCIL,6,290000.0,48333.333333333336,0.0,-0.0302408726950394,1.0,False,79.11361882716048,High,,
MANCHESTER CITY COUNCIL,12,2990604.79,249217.06583333333,0.1666666666666666,-0.1069752287982732,0.1666666666666666,False,79.10397376543209,High,7.0,67.0
OASIS RESTORE TRUST,5,5000000.0,1000000.0,0.0,-0.0332295347188493,1.0,False,78.96894290123456,High,,
DEVON PARTNERSHIP NHS TRUST,622,799425516.78,1285250.026977492,0.017684887459807,-0.1116617937786759,0.3135048231511254,True,78.96412037037038,High,0.0,590.0
SELSEY MEDICAL PRACTICE,13,855442.26,65803.25076923077,0.0769230769230769,-0.0775257453034361,0.0769230769230769,False,78.9110725308642,High,,
ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,758,579475316.33,764479.3091424803,0.0026385224274406,-0.1026737980917653,0.2506596306068601,True,78.90625,High,,
OXLEAS NHS FOUNDATION TRUST,795,901839082.23,1134388.782679245,0.0075471698113207,-0.0939794147942643,0.1911949685534591,True,78.85802469135803,High,,
MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,660,749587521.51,1135738.6689545454,0.0045454545454545,-0.1061729918547066,0.2787878787878788,True,78.81944444444444,High,,
TWENTY FOUR SEVEN RECRUITMENT YORKS LTD,60,81373.09,1356.2181666666663,0.0333333333333333,-0.0829498707965082,0.1166666666666666,False,78.80497685185185,High,,
FRENCH WEIR HEALTH CENTRE TAUNTON,12,737343.2,61445.26666666666,0.0833333333333333,-0.0822980916871553,0.0833333333333333,False,78.79533179012346,High,,
BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,1062,591024264.04,556520.0226365348,0.0018832391713747,-0.0954692119779526,0.2015065913370998,True,78.78086419753086,High,3.0,221.0
SUSSEX PARTNERSHIP NHS FOUNDATION TRUST,484,740400605.49,1529753.3171280993,0.0165289256198347,-0.1177443028171732,0.4008264462809917,True,78.76157407407408,High,1.0,552.0
TIMBER HILL HEALTH CENTRE,26,4375266.71,168279.48884615384,0.0769230769230769,-0.1007110891246103,0.1538461538461538,False,78.7133487654321,High,,
GOLLINGS & PARTNERS,19,1369117.12,72058.79578947368,0.0526315789473684,-0.1071787810412561,0.2105263157894736,False,78.66512345679013,High,,
HEREFORDSHIRE & WORCESTERSHIRE LPC,5,555648.0,111129.6,0.0,-0.0375494454535769,0.8,False,78.64583333333331,High,0.0,590.0
CARIBBEAN & AFRICAN HEALTH NETWORK,5,524199.86,104839.972,0.0,-0.0079802700446554,0.4,False,78.56385030864197,High,3.0,221.0
BOC LTD,8,1773302.1700000002,221662.77125,0.125,-0.0987955231207195,0.125,False,78.56385030864197,High,,
SYSTEM C HEALTHCARE LTD,100,70003868.97,700038.6897,0.02,-0.0926651816753495,0.16,False,78.5011574074074,High,,
NHS BRADFORD DISTRICTS CCG,12,3356904.0,279742.0,0.0833333333333333,-0.1144318867232368,0.25,True,78.47704475308642,High,2.0,317.0
HM REVENUE AND CUSTOMS,16,756203.9,47262.74375,0.0625,-0.0662856709577221,0.0625,True,78.46257716049382,High,1.0,552.0
EAST LANCASHIRE HOSPITALS NHS TRUST,842,519269543.06,616709.6710926365,0.002375296912114,-0.1044090125737413,0.2577197149643705,True,78.45293209876542,High,1.0,552.0
BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,631,857208696.21,1358492.3870206024,0.0047543581616481,-0.1060617704246898,0.2646592709984152,True,78.37577160493827,High,2.0,317.0
ONE VISION GROUP LTD TA PREMIER VISION,8,299500.7,37437.5875,0.125,-0.1000539655976582,0.125,False,78.3034336419753,High,4.0,136.0
UNIVERSITY OF PLYMOUTH ENTERPRISE LTD,5,880300.0,176060.0,0.0,-0.0449058621377423,1.0,False,78.29378858024691,High,,
CUMBRIA NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,635,689953510.53,1086540.9614645669,0.0078740157480314,-0.106981477946752,0.262992125984252,True,78.27932098765432,High,2.0,317.0
WEST MERCIA POLICE & CRIME COMMISSIONER,8,2150290.0,268786.25,0.0,-0.0442978095890048,0.875,False,78.26003086419752,High,,
NHS NORTH HAMPSHIRE CCG,23,10822119.57,470526.9378260869,0.0434782608695652,-0.1237743500173096,0.4347826086956521,False,78.13464506172839,High,2.0,317.0
INTERWORKS EUROPE LTD,37,11022110.44,297894.87675675674,0.027027027027027,-0.1084434763744153,0.2432432432432432,False,78.13464506172839,High,,
SOUTH TYNESIDE & SUNDERLAND NHS FOUNDATION TRUST,677,520155341.01,768323.9896750369,0.0029542097488921,-0.111641628487222,0.3161004431314623,True,78.125,High,0.0,590.0
BARNSLEY HEALTHCARE FEDERATION,32,7207436.32,225232.385,0.03125,-0.1101914630785066,0.25,False,78.02854938271604,High,8.0,61.0
CARITAS GENERAL PRACTICE PARTNERSHIP,10,603546.14,60354.614,0.1,-0.0934042124036052,0.1,False,78.00443672839506,High,,
SPECTRUM COMMUNITY HEALTH CIC,869,348404786.85,400926.10684695054,0.0057537399309551,-0.0971608360601938,0.194476409666283,True,77.99961419753086,High,2.0,317.0
NHS NATIONAL SERVICES SCOTLAND,5,1636105.0,327221.0,0.0,-0.0298795061076982,0.4,False,77.93692129629629,High,,
MERSEY CARE NHS FOUNDATION TRUST,635,875452410.54,1378665.2134488188,0.0094488188976377,-0.1098382146291248,0.2787401574803149,True,77.9224537037037,High,0.0,590.0
HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,750,611134111.36,814845.4818133333,0.0013333333333333,-0.1056889541522647,0.252,True,77.76813271604938,High,,
PLYMOUTH CITY COUNCIL,9,1399208.5,155467.61111111112,0.0,-0.0426126021487758,0.4444444444444444,False,77.7295524691358,High,,
SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,660,496481704.75,752245.0071969697,0.0015151515151515,-0.1105866389531128,0.296969696969697,True,77.63310185185185,High,0.0,590.0
SOUTH VIEW LODGE DR WILLATT HEATHCOTE,13,1494066.5,114928.19230769233,0.0769230769230769,-0.1045379311115027,0.1538461538461538,False,77.57523148148148,High,,
NHS GREATER GLASGOW AND CLYDE,12,1239703.0,103308.58333333331,0.0833333333333333,-0.0895104595732891,0.0833333333333333,False,77.49324845679013,High,3.0,221.0
TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,645,399965181.49,620101.0565736435,0.0015503875968992,-0.1132952521840367,0.3302325581395349,True,77.48842592592592,High,,
LEWISHAM & GREENWICH NHS TRUST,629,543866538.34,864652.6841653419,0.0015898251192368,-0.1109254799001777,0.2925278219395866,True,77.46913580246914,High,2.0,317.0
WILSON STREET SURGERY,15,4212895.51,280859.7006666667,0.0666666666666666,-0.0995724767355846,0.1333333333333333,False,77.44502314814815,High,,
APPIAN SOFTWARE INTERNATIONAL LLC,10,2275005.29,227500.529,0.1,-0.0955386714234618,0.1,False,77.41608796296296,High,0.0,590.0
ELYSIUM HEALTHCARE LTD,679,507245761.56,747048.2497201767,0.0088365243004418,-0.1040702431073622,0.2091310751104565,False,77.41126543209876,High,,
MINISTRY OF DEFENCE,28,26019536.16,929269.1485714286,0.0357142857142857,-0.1036663184321245,0.1785714285714285,False,77.39679783950618,High,,
PREVENTX LTD,5,1569784.0,313956.8,0.0,-0.0571409020370598,0.8,False,77.37268518518518,High,,
NORTH SOMERSET COUNCIL,9,4384250.0,487138.8888888889,0.0,-0.0485218514888661,0.4444444444444444,False,77.32445987654322,High,,
ALLIANCE MEDICAL LTD,448,618721523.41,1381074.8290401786,0.0513392857142857,-0.1121050947117503,0.2299107142857142,False,77.3244598765432,High,,
NOTTINGHAMSHIRE POLICE & CRIME COMMISSIONER,8,1750579.0,218822.375,0.0,-0.0535852611987037,0.5,False,77.28105709876543,High,,
POSITIVE EAST,10,305871.4,30587.140000000003,0.1,-0.0966214209411988,0.1,False,77.19425154320987,High,10.0,16.0
BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,402,894335415.77,2224714.96460199,0.0149253731343283,-0.1171455101338893,0.3308457711442786,True,77.17978395061726,High,,
DEPARTMENT OF HEALTH & SOCIAL CARE,175,114821241.73,656121.3813142857,0.0114285714285714,-0.1125766294318336,0.2857142857142857,True,77.17013888888889,High,1.0,552.0
CROYDON HEALTH SERVICES NHS TRUST,565,268394133.9,475033.86530973454,0.0053097345132743,-0.1197603768924328,0.4,True,77.12673611111111,High,2.0,317.0
UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,701,670390022.59,956333.8410699002,0.0028530670470756,-0.1072237461243198,0.2439372325249643,True,77.12191358024691,High,2.0,317.0
PCC DEVON & CORNWALL,11,1596945.0,145176.81818181818,0.0,-0.0553327877348727,0.4545454545454545,False,77.01581790123456,High,,
ETHOS LTD,5,303169.63,60633.926,0.0,-0.0474194314567584,0.4,False,76.953125,High,,
PETERLOO MEDICAL CENTRE,7,901431.24,128775.89142857144,0.0,-0.0520703278100882,0.4285714285714285,False,76.9483024691358,High,,
QA LTD,12,1058386.43,88198.86916666666,0.0,-0.0534787784377656,0.4166666666666667,False,76.77469135802468,High,,
EPSOM & ST HELIER UNIVERSITY HOSPITALS NHS TRUST,670,455584837.27,679977.3690597015,0.0014925373134328,-0.1138246293461915,0.3119402985074627,True,76.74575617283949,High,2.0,317.0
UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,724,636336669.09,878918.0512292818,0.0069060773480662,-0.1057988109916166,0.2071823204419889,True,76.72646604938271,High,,
NHS MORECAMBE BAY CCG,35,12401245.88,354321.31085714285,0.0285714285714285,-0.1136926155201233,0.2571428571428571,True,76.70717592592592,High,2.0,317.0
BECCLES MEDICAL CENTRE,15,970032.18,64668.812,0.0666666666666666,-0.0840682632303914,0.0666666666666666,False,76.70235339506172,High,,
WELLINGTON MEDICAL PRACTICE,11,547308.6,49755.32727272727,0.0909090909090909,-0.0951119956576538,0.0909090909090909,False,76.67341820987654,High,,
CACI LTD,16,1905832.8,119114.55,0.0625,-0.0816989556937593,0.0625,False,76.66859567901234,High,,
STRYKER UK LTD,15,542716.27,36181.08466666667,0.0666666666666666,-0.0843002728525322,0.0666666666666666,False,76.65412808641975,High,,
FAIRLANDS MEDICAL PRACTICE,16,3726243.1,232890.19375,0.0625,-0.0818023345772122,0.0625,False,76.63966049382717,High,,
NORTH WEST ANGLIA NHS FOUNDATION TRUST,833,455821633.03,547204.841572629,0.0012004801920768,-0.1090558343545937,0.2533013205282113,True,76.63966049382717,High,,
DR DCM EVANS & PARTNERS,10,2515394.05,251539.405,0.1,-0.098981393016014,0.1,False,76.61554783950618,High,,
QUEENS NURSING INSTITUTE,6,404500.0,67416.66666666667,0.0,-0.0646866003920321,0.5,False,76.5673225308642,High,0.0,590.0
LANCASHIRE & SOUTH CUMBRIA NHS FOUNDATION TRUST,546,418999809.38,767398.9182783882,0.0018315018315018,-0.1174188079896736,0.3424908424908425,True,76.46604938271605,High,1.0,552.0
PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,18,15017952.01,834330.6672222222,0.0555555555555555,-0.114384764868164,0.2222222222222222,False,76.45640432098764,High,,
EAST LONDON NHS FOUNDATION TRUST,529,404447390.41,764550.8325330813,0.0037807183364839,-0.1187795139407598,0.3534971644612476,True,76.42746913580247,High,1.0,552.0
BLACKTHORN HEALTH CENTRE,17,1068364.78,62844.98705882353,0.0588235294117647,-0.0991827296432931,0.1176470588235294,False,76.40817901234567,High,,
FEDERATED 4 HEALTH LTD,5,401024.21,80204.842,0.0,-0.0565759056986666,0.4,False,76.34548611111111,High,,
OMBERSLEY MEDICAL CENTRE,23,2115531.05,91979.6108695652,0.0434782608695652,-0.1077628233501765,0.1739130434782608,False,76.31655092592592,High,,
SOUTH MOLTON MEDICAL CENTRE,5,423794.97,84758.994,0.0,-0.0572899545046329,0.4,False,76.29726080246914,High,,
B SOL LPC,5,366543.1,73308.62,0.0,-0.0582211757300471,0.4,False,76.23939043209876,High,0.0,590.0
GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,727,411453642.39,565960.9936588721,0.0013755158184319,-0.1108866807983811,0.2585969738651995,True,76.22492283950616,High,5.0,91.0
BAPIO TRAINING ACADEMY LTD,5,1140000.0,228000.0,0.0,-0.0592426432452824,0.4,False,76.19116512345678,High,,
WIRRAL BOROUGH COUNCIL,6,453600.0,75600.0,0.0,-0.0694048726856038,0.5,False,76.15258487654322,High,5.0,91.0
SHREWSBURY&TELFORD HOSPITAL NHS TRUST,669,503319168.14,752345.5428101644,0.0014947683109118,-0.1096701764292142,0.249626307922272,True,76.14776234567901,High,,
STUBLEY MEDICAL CENTRE,34,5920522.17,174133.005,0.0294117647058823,-0.1133219292652216,0.2352941176470588,False,76.09471450617283,High,,
CLINICAL SKILLS TRAINING LTD,6,2421405.26,403567.5433333333,0.0,-0.0705143727626587,0.5,False,76.04648919753086,High,,
WEST LONDON NHS TRUST,573,739837297.72,1291164.5684467717,0.0052356020942408,-0.1150478487409149,0.2879581151832461,True,76.02237654320987,High,,
ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,707,683984488.86,967446.2360113156,0.0113154172560113,-0.1126637175214299,0.2503536067892503,True,76.00308641975309,High,3.0,221.0
BIRMINGHAM CITY COUNCIL,5,677586.46,135517.292,0.0,-0.0732157193263179,0.6,False,75.94521604938271,High,,
WEST MIDLANDS POLICE,7,522000.0,74571.42857142857,0.0,-0.0752213616302693,0.8571428571428571,False,75.91145833333333,High,,
DR Y M BOWEN & PARTNERS,15,1513576.53,100905.102,0.0666666666666666,-0.0890359525993482,0.0666666666666666,False,75.82465277777777,High,,
BRAMPTON MEDICAL PRACTICE,14,698233.33,49873.80928571429,0.0714285714285714,-0.0913588944232832,0.0714285714285714,False,75.79089506172838,High,,
MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,829,353845290.36,426833.8846320869,0.0012062726176115,-0.1069092804742078,0.2050663449939686,True,75.63657407407408,High,5.0,91.0
HELP AND CARE,8,525000.0,65625.0,0.0,-0.0620477951361144,0.375,False,75.60763888888889,High,0.0,590.0
PARK ROYAL MEDICAL PRACTICE,25,3790815.17,151632.6068,0.04,-0.1166377045137675,0.24,False,75.59799382716048,High,,
CHANGING MINDS LTD,8,1320000.0,165000.0,0.0,-0.0802081429520295,1.0,False,75.33275462962962,High,,
STAFFORDSHIRE POLICE,10,545000.0,54500.0,0.0,-0.0797316360377959,0.7,False,75.27006172839506,High,,
WALTON CENTRE NHS FOUNDATION TRUST,354,596798640.08,1685871.8646327686,0.0028248587570621,-0.1173494968057128,0.2966101694915254,True,75.24112654320987,High,,
DA LANGUAGES LTD,5,396674.19,79334.838,0.0,-0.0710482145217656,0.4,False,75.23630401234567,High,,
NORTH STAFFS & STOKE PHARMACY COMMITTEE,7,652729.65,93247.09285714288,0.0,-0.0791377426464164,0.5714285714285714,False,75.21701388888889,High,,
NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,941,388807680.15,413185.6324654623,0.002125398512221,-0.1044392587629745,0.1806588735387885,True,75.1929012345679,High,5.0,91.0
BERRY LANE MEDICAL CENTRE,7,909711.12,129958.73142857142,0.0,-0.0792129767865361,0.5714285714285714,False,75.1784336419753,High,,
SALISBURY NHS FOUNDATION TRUST,784,379311860.58,483816.1486989796,0.0012755102040816,-0.1105864189383279,0.2295918367346938,True,75.17361111111111,High,,
WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,630,579236153.17,919422.4653492062,0.0047619047619047,-0.1096318043931076,0.2047619047619047,True,75.1543209876543,High,5.0,91.0
GLEBE SURGERY,21,3029195.64,144247.41142857145,0.0476190476190476,-0.1066704983998919,0.1428571428571428,False,75.14467592592592,High,,
CEGEDIMRX PHARMACY HEALTH SOLUTIONS,5,660000.0,132000.0,0.0,-0.0816409449805568,1.0,False,75.13985339506172,High,0.0,590.0
TRUST PRIMARY CARE LTD,25,3934934.61,157397.38439999998,0.04,-0.122224734021479,0.28,False,75.07716049382717,High,,
LONDON AMBULANCE SERVICE NHS TRUST,138,164769145.59,1193979.3158695654,0.0144927536231884,-0.127364881300492,0.3840579710144927,False,74.88425925925925,High,3.0,221.0
QUIQSOLUTIONS LTD,13,1674247.62,128788.27846153847,0.0,-0.073187270805454,0.3846153846153846,False,74.7974537037037,High,,
LEICESTER CITY COUNCIL,11,3514458.6,319496.2363636364,0.0,-0.0799300081319592,0.4545454545454545,False,74.7685185185185,High,5.0,91.0
HORFIELD HEALTH CENTRE PROPERTY PARTNERSHIP,11,531457.44,48314.31272727272,0.0909090909090909,-0.1031735620191805,0.0909090909090909,False,74.64795524691357,High,,
ILFORD MEDICAL CENTRE,29,4291223.48,147973.22344827585,0.0344827586206896,-0.1188153609010829,0.2413793103448276,False,74.59972993827161,High,3.0,221.0
PHOENIX SOFTWARE LTD,78,8447955.71,108307.12448717948,0.0128205128205128,-0.1103229266866963,0.1923076923076923,False,74.58526234567901,High,,
ECONOMIST GROUP LTD (THE),5,290000.0,58000.0,0.0,-0.0850421848328139,1.0,False,74.56114969135803,High,,
CALDERDALE & HUDDERSFIELD NHS FOUNDATION TRUST,615,339645926.09,552269.7985203252,0.0032520325203252,-0.1157681312484782,0.256910569105691,True,74.55632716049382,High,0.0,590.0
THINK AHEAD ORGANISATION (THE),5,747166.8,149433.36000000002,0.0,-0.0836028266332488,0.6,False,74.51774691358024,High,,
TRICORDANT LTD,7,387250.0,55321.42857142857,0.0,-0.0806158808939101,0.4285714285714285,False,74.43094135802468,High,,
INDEPENDENT LIVES,5,253555.0,50711.0,0.0,-0.0788679304885114,0.4,False,74.4261188271605,High,,
TRINITY COURT SURGERY,6,214952.02,35825.33666666666,0.5,0.0232969160261729,0.0,False,74.37307098765432,High,,
DR SIVAKUMAR & PARTNERS,7,401359.77,57337.11,0.0,-0.0424856490649465,0.2857142857142857,False,74.34413580246914,High,,
FARNHAM DENE MEDICAL PRACTICE,21,1899324.8,90444.0380952381,0.0476190476190476,-0.109283899072307,0.1428571428571428,False,74.29591049382717,High,,
STUBBINGTON MEDICAL PRACTICE,5,139763.58000000002,27952.716000000004,0.4,0.0226375217186459,0.0,False,74.29108796296296,High,,
CHRISTMAS MALTINGS & CLEMENTS PRACTICE,12,3251870.24,270989.1866666667,0.0,-0.0809737203319627,0.4166666666666667,False,74.25733024691358,High,,
SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,400,445966513.82,1114916.28455,0.0075,-0.1225425767083742,0.31,True,74.24768518518519,High,0.0,590.0
OLD FIRE STATION SURGERY (BEVERLEY),5,153810.91,30762.182,0.4,0.0121388608396316,0.0,False,74.24286265432099,High,,
PRIMARY CARE DONCASTER LTD,18,2997981.69,166554.53833333333,0.0555555555555555,-0.1206046936741392,0.2222222222222222,False,74.22839506172839,High,,
ACORNS CHILDRENS HOSPICE TRUST,5,7835386.0,1567077.2,0.8,-0.0026406098139053,0.0,False,74.1849922839506,High,7.0,67.0
HAUGHTON THORNLEY MEDICAL CENTRES,20,2476383.66,123819.183,0.05,-0.1022039724547277,0.1,False,74.12712191358024,High,,
DR LEE AV & PARTNERS,23,1990296.87,86534.64652173914,0.0434782608695652,-0.1190753641210725,0.217391304347826,False,74.10783179012346,High,2.0,317.0
UPPINGHAM SURGERY,5,170792.68,34158.536,0.6,-0.0085943244406371,0.0,False,74.06925154320987,High,,
GLASTONBURY SURGERY,13,870198.31,66938.33153846154,0.0769230769230769,-0.1010098873001416,0.0769230769230769,False,74.0403163580247,High,2.0,317.0
ROYAL CRESCENT&PRESTON ROAD PRACTICE,6,215165.84,35860.973333333335,0.3333333333333333,0.0008070204346202,0.0,False,74.0210262345679,High,,
WEST MIDLANDS AMBULANCE SERVICE NHS FOUNDATION TRUST,129,154362918.48,1196611.7711627907,0.0077519379844961,-0.1274931294386999,0.3643410852713178,False,73.98726851851852,High,3.0,221.0
DEMELZA HOSPICE CARE FOR CHILDREN,5,5667669.0,1133533.8,0.4,-0.0082353048034326,0.0,False,73.98244598765432,High,7.0,67.0
CHILDRENS HOSPICE SOUTH WEST,5,5710162.0,1142032.4,0.4,-0.0115089698714204,0.0,False,73.87635030864197,High,7.0,67.0
DR A KELSHIKER & PARTNER,14,1351107.44,96507.67428571428,0.0714285714285714,-0.0991537509342342,0.0714285714285714,False,73.85223765432099,High,,
ISLAND HEALTH,12,1421695.78,118474.64833333332,0.0833333333333333,-0.1174291384686132,0.1666666666666666,False,73.84741512345678,High,,
